"Gene","Protein","logFC","P.Value","adj.P.Val","1","2","3","4","5","6","7","8","9","10"
"GTPBP1","O00178",0.01794474382591,0.769648790818883,0.819575788608926,9.23297932114433,9.22323175300541,9.23998026582519,9.18402222744636,9.32588009214122,9.34239476454544,9.45825104271714,9.48597692290292,9.47732126117707,9.40906259597526
"LGALS9","O00182",-0.476720092955209,0.0276370697296281,0.0825262917831792,6.87800105434958,7.2177800232303,6.10361261185049,6.16319903927571,6.07220604999451,6.57725718968715,6.51635187607724,6.83830744299708,6.01037791322856,7.16760627508617
"STXBP3","O00186",-0.0716463960135284,0.297668894440335,0.392256981979151,8.37575387054132,8.40445371418444,8.56767974002512,8.66675170712038,8.56003894046887,8.52510047420543,8.69687264406809,8.84577263317717,8.67574310009914,8.79224174658276
"ARVCF","O00192",0.0925328282341319,0.266934570510328,0.359602713901441,7.65728833658777,7.58493370302667,7.46557150413304,7.16880879486857,7.29328771609422,7.25063861511075,7.24457472302307,7.31723364412883,7.70676152664862,7.58320490818125
"SMAP","O00193",-0.348362015836352,0.00868349693315972,0.0732418365679817,8.29994637097685,8.61363469573582,8.31146946144384,8.52470645820041,8.24590617189411,8.38887865949644,8.08548861370997,8.69033069891687,8.10922581860397,8.57629600346096
"AP3B1","O00203",0.493983247805802,0.00912931147364739,0.0732418365679817,11.3785010575983,10.8009369808513,11.4151142783961,11.1241435185531,11.5974955085311,11.5345255504519,11.6473698631149,10.9158438120755,11.5679890224533,10.7611036291328
"LGALS8","O00214",0.20444748266928,0.03441628193614,0.0910969240383755,8.1517913370751,7.89893860709916,7.89588949459253,7.91847404220344,8.2879950728968,8.06535927332442,7.81090019482753,7.55130831536394,8.13663739626118,7.82689584431578
"NDUFS8","O00217",0.00729144089318063,0.957095797995038,0.968616186406118,9.27050522295932,9.56164463947285,9.51525784690094,9.54775317295139,9.57661186626335,9.45252191015747,9.57477086703577,9.09050144120178,9.65396093946817,9.90222837437816
"PSMD11","O00231",0.192651066984787,0.0918225263333873,0.162231146649182,10.7468588031449,10.6078617364878,10.7558581181162,10.7081953460544,10.8816044227748,10.9097260505883,10.8600323165482,10.5352860038083,10.8964165181107,10.4164457068321
"PSMD12","O00232",0.235512255898487,0.073645404837724,0.140447385923328,9.16161954689155,8.86277506620313,9.08100354741296,8.9505060803817,9.19902531282637,9.19866836858383,9.1936599124792,9.08259971896656,9.32187587020259,8.68507367618503
"PSMD9","O00233",0.39862862828192,0.0192040468281856,0.0754092974352196,8.59830637673031,8.31024526964271,8.71054310635599,8.52047247015102,8.93074060887283,8.84216050937452,8.81778060394566,8.053317717558,8.79283282777079,8.13086441553973
"PGRMC1","O00264",0.436053585973561,0.0169043767968775,0.0734632639161505,9.20709771431667,8.72890525808255,9.32262806848775,9.25768172880432,9.40076195023516,9.24837319583073,9.61442115430991,8.8388548784173,9.41008874054852,8.7009146368953
"SUPT5H","O00267",-0.122609683377351,0.296943673988789,0.391481499880488,6.4406909346077,6.53990779113063,6.52263686171713,6.59967499550034,6.6649175432739,6.42198978105545,6.54927473715965,6.95880821472268,6.46346975592266,6.7336574671587
"DFFA","O00273",0.280474684340923,0.0866886567793216,0.156844287033642,7.91880587692683,7.86246771864034,8.1102048101465,7.90454526164708,8.61893668676291,8.72901234998262,8.29897136585167,7.67252770103956,8.24776809317746,7.62376037985115
"HIP1","O00291",-0.961599632740729,0.00291281251667184,0.0732418365679817,9.79460122566654,10.6229129676445,9.38473564062506,10.0573192141646,9.57587341524992,9.94796665583272,9.62153421252676,10.9235573170318,9.5350195434928,11.1680060465911
"CLIC1","O00299",0.280298066484329,0.00638450255280302,0.0732418365679817,11.5205559915058,11.1497099641317,11.3024325414308,11.0057616467478,11.5231183544951,11.4125847291327,11.2163277716964,10.9199949464214,11.2965393252298,10.9694323655025
"EIF3F","O00303",0.128191291215529,0.184904245412969,0.269775231143523,10.1384196947501,9.91716950252282,10.1433841922752,10.0963549796683,10.0878197987498,10.0711110047633,10.0785976025912,10.1082351436238,10.2019344222971,9.81632862400755
"WWP2","O00308",-0.334007084005615,0.0120520633243667,0.0732418365679817,5.8773526750952,6.23508079582795,6.05031359842635,6.1598530120566,5.62679801761414,6.06891508958011,6.04075560803047,6.20770543517766,5.90304308215326,6.49674406870515
"PDHX","O00330",-0.230030814000994,0.144390355314185,0.225243627809592,10.318211074536,10.903905818645,10.8386791025086,11.1368587584098,10.5270728780941,10.5833993603138,10.6710235592776,10.4186843686121,10.7422431766983,11.2045355551388
"SLC28A1","O00337",1.35110849190196,0.0557572813970299,0.11625660584466,7.98557530070056,7.63560431606405,8.14187177231167,7.83595852121812,8.46273471746977,8.1446334312199,8.53872072022853,4.83862749888818,8.72681117232929,6.64534745613977
"SULT1C2","O00338",1.11089780063446,0.0152744850650534,0.0732418365679817,9.59736624257751,8.80750601246149,9.89327195756029,9.38889016120775,9.61880792969369,9.39290968058027,10.1591642788885,7.90847401897544,10.0079109873224,8.22425251964522
"MATN2","O00339",-0.816214719914365,0.00705557922608882,0.0732418365679817,10.4229096615933,10.9790342527894,9.72735272488958,10.8206784614608,10.5391515199933,10.6875543313046,9.51676242394466,11.0276065927015,9.93711169226026,10.7094879839967
"DCTN6","O00399",-0.0369335169323487,0.579888004283175,0.657820042954036,8.14790961314519,8.27940976047906,8.2443225987626,8.27463169637243,8.30858784958516,8.25049989859525,8.1065347190996,8.09558245583229,8.19895748976519,8.29085604374044
"SLC33A1","O00400",-0.00797361666775175,0.930675238528939,0.947918152686957,5.93704263798465,6.00711599541032,6.00667655577524,5.86133384198727,6.00578090729996,6.04488535773099,6.11348862425748,6.37679743570311,6.32823250852273,6.14095668634713
"WASL","O00401",0.12229491739859,0.123722471280999,0.20019696485016,9.14662228889631,9.1106289516791,9.33800199387119,9.169743378959,9.35005182717344,9.32450214675472,9.31562639019691,9.04171998092194,9.15691546757484,9.04914892240499
"IPO5","O00410",-0.0652447408246674,0.346725177457238,0.440781962922217,10.2896489800419,10.3306688702026,10.2978841109769,10.310877989927,10.522864452802,10.5329177149814,10.285316138202,10.4902893438906,10.4023844378821,10.4595679050268
"SAP18","O00422",-0.103790880166782,0.314705384793473,0.409422539440052,4.69704944171528,4.76683582554927,4.8668651228117,4.78207698207616,4.58086919566843,4.65775560424865,4.73541101873573,5.18491722775272,4.80613835808532,4.81370189822357
"EML1","O00423",0.119431240135575,0.154577460519364,0.236978244800512,9.18879476240659,9.014178232517,9.36985428219683,9.15532179452879,9.26281454897235,9.35309468484754,9.43004633904009,9.2317114760107,9.22536490209244,9.12541244612642
"DNM1L","O00429",0.0205711441499475,0.753080610377951,0.806009416589473,11.1445648766408,11.1820083712892,11.1831034577991,11.130194560898,11.1960178161792,11.2252202493782,11.1318235589551,11.1483815150955,11.2180495334488,11.0848988256122
"RTCA","O00442",0.836929514618103,0.0067920200180007,0.0732418365679817,9.01695818989579,8.2345962869455,9.23724978041076,8.83827599889134,9.44288165512569,9.17533474079233,9.36140772854426,7.86827334465798,9.10032471664022,7.85769412623905
"GOLIM4","O00461",0.246952037616256,0.0221838953481136,0.07767887247462,8.50047894212498,8.29057271743617,8.59314176458634,8.48748113601062,8.37631338398536,8.23957559093416,8.69237597278481,8.20722742221852,8.44524578652745,8.14793879532819
"AGRN","O00468",-0.362439916882225,0.0963534606415907,0.166732703483108,13.4291347350575,13.3072286705031,12.7331217184201,13.1340995253249,12.7542350383156,12.7169838986992,13.0362240354348,14.0711327312176,12.7536206964652,13.2890909823595
"EXOC5","O00471",-0.0297011757015129,0.705981998340608,0.768337768752419,8.0305408021175,8.05314191083147,7.92517988660507,7.88694302416262,8.12693298668327,8.12101784369484,7.84297424523812,8.09967353489103,8.26141594935278,8.17477343492435
"SLC17A3","O00476",1.4260592243997,0.012423823201653,0.0732418365679817,8.09041840658568,6.50439580758279,8.48429995075383,7.96523405489337,8.14596391757689,7.89625283031709,8.63218009705134,5.77145815467309,7.89304985469161,5.97827525719451
"NDUFA4","O00483",0.200822488502308,0.148585080577928,0.230434692579504,9.22240550259122,9.12180484973218,9.38293999374071,9.0478591461394,9.29928471162472,9.50945481094143,9.58274440733821,9.01741745540112,9.5712679717362,9.35799388230539
"PSMD14","O00487",0.187923464876031,0.0725674776694292,0.139350355685854,8.66297315644842,8.25575377810163,8.47548005855084,8.49712653961077,8.47149589308071,8.40548946427161,8.55322163575467,8.24403982208146,8.45160956222793,8.27275337761694
"BIN1","O00499",0.826584788981268,0.0393219262899249,0.0962353970668835,9.86308824308048,9.55095009174604,10.136606605474,9.90161570561789,10.1450720586044,9.99430793300198,10.4173844363617,8.50739665475976,10.4073036845293,8.88226069801796
"KPNA3","O00505",-0.00900189141169882,0.884445072484675,0.914737209554821,7.82103132181667,7.77028399721227,7.72852483324596,7.70432319563452,7.57480471132537,7.63104501733781,7.67080940479431,7.73522922118427,7.80073108081859,7.80002937769052
"STK25","O00506",0.156698122157325,0.227609495853859,0.316161165604583,6.511878965685,6.54923188172022,6.5340075907947,6.53785962260613,6.60826938160367,6.38691528551902,6.70185735986881,6.09201355029653,6.55348688177401,6.55998922879766
"LAD1","O00515",0.755439609913765,0.0154253217591708,0.0733181005050558,11.765453996523,11.4098389060279,11.8395587117634,11.3638251391135,11.37912001534,11.1645756329754,12.1560860444452,10.6004948545954,11.44893875971,10.2732249455005
"FAAH","O00519",0.602648396904342,0.0107024980594089,0.0732418365679817,8.61175555089044,7.95350960871083,8.658427431286,8.42890921718196,9.01922709690566,8.86096351965809,8.95856640392666,7.82115076935947,8.34967018867708,7.51987157225379
"KRIT1","O00522",0.100214698930097,0.471425006386333,0.557800890558663,5.06930252359789,4.66339934362445,4.53337970771768,4.56674478145427,5.16348375434153,4.82014611136874,4.50895238431085,4.88357431203841,5.18002580662861,5.0202061334602
"CHL1","O00533",0.316763262752849,0.0815907758191171,0.149816576115229,9.65422839928222,9.49142556611186,9.86476750680683,9.94491234044276,10.0181794484519,9.84808629606154,10.6591320130804,10.2380909235522,10.0496723813854,9.13964830907417
"VWA5A","O00534",-0.257778103416701,0.0615371773819943,0.124939117714958,10.3718219777568,10.6942593156517,9.93630118096816,10.0277922525913,10.3780984204186,10.3089725897916,9.94029007690818,10.550435066555,9.85517672878388,10.1891196773295
"EBAG9","O00559",-0.0593292431952191,0.408596228634706,0.499162572189635,8.33962477249458,8.45245662073188,8.56253296276694,8.60534011626294,9.43557347441076,9.33462722495464,8.27948039082238,8.41575296379543,8.41340648146174,8.5190873721876
"SDCBP","O00560",0.141079200148451,0.419861360071446,0.510300247371553,7.59164705215232,7.48704565051606,6.43350716748469,6.87841901584489,6.72476468140912,6.38554909100111,7.23673550368032,7.20018410959026,6.98822140846937,6.31828194550125
"PITPNM1","O00562",-0.135951662919739,0.299195064779264,0.393874999091866,5.67109260873091,5.88172810971344,5.85693250966075,5.64627351491317,6.08263915535938,6.09422482487051,5.75117807364497,6.31010707787522,6.06327196271258,6.17253909733492
"MPHOSPH10","O00566",-0.110064850529356,0.226737279539676,0.315358240242015,8.39961896455552,8.5710681894348,8.46872376254896,8.4770987199999,8.35279694509954,8.27763831460768,8.28274722781928,8.6208646377752,8.36702790173086,8.47456919258336
"NOP56","O00567",0.260020763944572,0.0897583306984548,0.159968296772641,10.2947047989081,9.63874013894591,9.72575976368553,9.63364198692023,9.65281900107742,9.69903287588294,9.94029007690818,9.86515921115074,9.82393865386151,9.3008342618181
"DDX3X","O00571",-0.0397985757498751,0.549174790259597,0.627963066835507,9.68703264852723,9.82528732365783,9.9111364048139,9.8596891358641,9.73383408892302,9.72532931892244,9.91068166269189,9.95351899975856,10.1836530481085,10.261505953611
"RNASET2","O00584",1.01495177959438,0.0346120799211733,0.091164986917685,8.92525422184959,8.29888861590453,9.71812457749677,9.27750322343794,8.85393640208855,8.72523659383456,10.0334136593667,7.4254956415323,8.82413121240367,7.55297710052399
"PODXL","O00592",0.866024983570134,0.0127869831226165,0.0732418365679817,9.48492917177139,8.12037353056574,9.56777268156553,9.42296578885416,9.57550404795266,9.2796027447955,9.65258998706643,8.05261443300495,9.31097974980914,8.38609422309413
"PIR","O00625",0.132278776510545,0.404193319647953,0.494770469497694,9.18074330463745,8.45183526197622,9.14172872160998,9.00514099513462,8.142975673033,8.03735618267661,8.69401274804922,8.76521601522933,8.56820755783358,8.80672566759374
"KPNA4","O00629",-0.181902318863361,0.0666723438990781,0.132450561954973,4.64297725067829,5.02569890312523,4.42602384718447,4.71075909999633,5.17132249728321,5.15747688188294,4.67708217816964,4.77189147127198,4.94781620728423,5.10890721864016
"PPP6C","O00743",0.0649434209274364,0.551131153956194,0.629696346433296,8.96385303777134,8.79751461585532,9.12571203925979,9.00816813648757,8.94910553876152,9.03467116548592,8.96941966071418,9.20474351781797,9.05350206825878,8.69177780448165
"CES2","O00748",2.52183100200339,0.0373821647600896,0.0936536714074458,10.8622541813579,9.31013060535163,10.8859596982054,10.3226167435336,10.6195512023165,10.3511446140506,12.0694826924534,5.9145395560778,11.4752372491982,7.40489849450091
"MAN2B1","O00754",0.129018648714459,0.313553684375082,0.408295839234847,9.51311634324302,9.63559735306043,9.44083143431739,9.35636765951173,9.58452643416259,9.62396304069455,9.99259935367225,9.40398723664528,9.87217744487189,9.73824247678284
"PDXK","O00764",-0.764642054505489,0.00899226257744286,0.0732418365679817,9.12851582753291,9.7078962834016,9.44621541670267,10.0882358210868,9.17313785178313,9.24968801350391,9.15288315645079,10.5418158459656,9.12367647585823,10.2600030368973
"PLPP3","O14495",0.301017948754389,0.0264877290034219,0.0816968031340151,9.13784212136696,8.64631743517057,9.52424596669482,9.42958117617759,9.32675821632172,9.20874727543923,9.31349839985196,8.71676301885797,9.00537906072532,8.80122511554349
"ARID1A","O14497",-0.372050640592889,0.011747730523132,0.0732418365679817,6.59974899293641,6.7495803269348,5.75235270566278,5.99876708025972,6.1296831935092,6.51614139756685,6.31836182905655,6.64097493631577,6.6685791930305,7.42351537608274
"SDHD","O14521",0.365313828824638,0.112613240188384,0.186110749464897,8.75834826887548,8.79138816643571,9.33591517162224,9.25356680718806,9.05596536485064,9.06592840994938,9.53970037104628,8.44659531490206,9.81162265261116,9.11750398640742
"COX7A2L","O14548",0.144783297432027,0.383248703052719,0.475099866634883,8.64311748727722,8.98462667699731,9.59575468147188,9.52517309875062,9.04933070826404,8.94220544985875,9.40952151697598,8.67441855816273,9.35237952727491,9.1997636503345
"HSPB6","O14558",-0.724421735035454,0.0128708274193363,0.0732418365679817,7.81001983882365,8.13283180571344,6.28375146693709,6.88451389011502,7.12983807932151,8.36550539997583,6.80087403906474,8.11659591728219,6.84087427983396,6.98801936607173
"UBFD1","O14562",-0.0339015820963407,0.635793600374661,0.707390492580837,9.14953717688525,9.25545637648744,8.9845405216085,8.94881039626631,9.37467467061135,9.27555142307987,8.7859024078694,8.83272330836262,8.75667050458194,8.90829168784192
"COPE","O14579",0.057998675287291,0.460526411282248,0.546867142502985,8.8567528703722,8.91645513176215,8.83495397606574,8.91843741739492,8.88377870988303,8.81323431208292,8.94557120949494,8.76521601522933,8.99288872925183,8.81060924216198
"AP3D1","O14617",0.493359125389086,0.00999679216119164,0.0732418365679817,9.40708990064405,9.02026807804876,9.41294618145522,9.16453480570218,9.62542481658259,9.43397043521844,9.81502065927389,9.12067631653858,9.53913391696083,8.5933702124632
"CCS","O14618",0.108898357714777,0.168034981167822,0.25211126635676,10.0122581092135,10.0136886859961,10.2687657543533,10.1300933727069,10.1114527392904,10.1176306627059,9.78384940559452,9.55066386293733,9.89380779739005,9.7135654329217
"ABLIM1","O14639",-0.241763075258604,0.0542849571006135,0.114216828286276,10.4855759214681,10.8199618318009,10.5397896628165,10.6685657632922,10.548779779936,10.4713772848612,10.383804720006,10.6946727488894,10.3307228221497,10.8429106538256
"DVL2","O14641",0.0141065233919371,0.885282432522621,0.915382462179165,6.07014599476738,6.18661330152795,5.92760113759367,5.89994974545924,5.93844969603566,6.15321631517765,6.1401456019111,5.82514315230796,5.97768521043121,5.91857250930655
"GOSR2","O14653",0.431427906793397,0.0132142850275642,0.0732418365679817,7.34273795772581,6.82349016343676,7.51641466706028,7.20497644811809,7.27247425709637,7.21646613367676,7.67909729525598,7.26476172117519,7.81807362644019,6.96196380320485
"TOR1A","O14656",0.288406434086536,0.00782057957877031,0.0732418365679817,6.92865211928296,6.53639566480627,6.76386082554925,6.38288736562249,6.84118217481556,6.65982149396851,7.04613557998842,6.91614506147952,7.0099434795858,6.65249242291253
"TOR1B","O14657",-0.430501716495212,0.0296399540780751,0.0849754876761293,6.93767337056513,7.3695824951308,6.58018299575094,6.73849556577424,6.86313741236183,6.87566851339237,6.87055593326122,7.84083677948045,6.71295782084861,7.29243276148595
"STX16","O14662",-0.226599163368701,0.086160755470239,0.156020827473136,6.9104386178087,7.02740529913587,6.81669157021451,6.81813528025475,6.63119620959574,6.72068249410367,6.79173126901152,7.0741802290192,7.10686505298425,7.74951523394472
"ADAM10","O14672",-0.665834756831629,0.00977522139785977,0.0732418365679817,9.37424060555058,10.0583550318157,9.70722347384199,10.0619207183764,9.40180402686801,9.49067275498045,9.39701474156906,10.4909384268213,9.31687387364375,10.4244435736377
"ABCD4","O14678",0.704656115447141,0.0223573846341284,0.0779108373065169,5.64379652840049,5.08456724054524,5.37283434289097,4.96562523290144,4.78358413025057,4.67126041860898,6.3394289078794,4.65825896220447,5.15296058191969,4.38961205984528
"TP53I11","O14683",-0.78182103518892,0.0157711190895711,0.0734632639161505,7.72789450247744,8.24825865976671,7.83283363688332,7.96523405489337,7.47298474697008,7.93879438870987,7.47432821215675,9.11866177569877,7.57014263280165,8.71634002816512
